country,sight,review_title,review_content
체코,프라하 동물원,그냥저냥 동물원....,해외까지가서 동물원에 가는 것은 좀.... 차라리 동네를 더 구경하시는 것이 좋을 것 같아요 ㅠ
체코,프라하 동물원,실망한,"그래서이 동물원이 얼마나 좋은지, 그리고 세계에서 어떤 숫자인지 읽습니다. . . 대부분의 동물은 외출하지 않았습니다. 코끼리 안에 잠겨 기린 안에 잠겨 고릴라 안에 갇혀 사자가 안에 잠겨 당나귀 하마가 안에 잠겨 염소는 아마도 외부에서 볼 때 가장 좋은 것일 것입니다. 동물원에 대해 말하는 것이 가장 좋습니다. . . 북극곰은 고민하면서 계속 똑바로 앞뒤로 걷는 것을 보았습니다."
체코,프라하 동물원,방문하기에 매우 슬픈 곳,"모든 동물은 작은 울림 속에 있었고, 고통의 분명한 징후를 보이기 위해 간격을 두었습니다. 인클로저가 많이 비어있었습니다. 고릴라는 마치 약을 먹은 것처럼 보 였는데, 내가 동물원에서 본 적이있는 고릴라와는 달리 그들은 거의 움직이기 힘들었습니다. 북극곰은 가슴이 아 breaking습니다. 크기가 너무 작은 FAR 인 인클로저의 풀에서 반복적으로 간격을 두었습니다. 동물들은 마른 것처럼 보였고 전반적으로 매우 슬픈 경험이었습니다."
체코,프라하 동물원,충격적인 고객 서비스,"북극곰이 작은 인클로저에 있지만 오늘 동물원을 방문했을 때, 그것은 반복적으로 반복되는 움직임을 강조했습니다. 음식은 사랑스럽고 대부분의 직원은 친절했지만 동물원을 떠날 때 안내 데스크에있는 두 명의 여성에게 택시로 전화를 걸도록 요청했습니다. 그들은 심지어 전화를 사용하지 않았으며 체코에서 서로 이야기하는 것을 무례하게 보았습니다. 우리는 스스로 전화를 걸려 고 노력했다. 나는 결국 내 전화를 사용하여 택시에 전화 한 관리자를 요청했다. 수치스러운 고객 서비스! ! ! ! ! ! ,"
체코,프라하 동물원,긴급한 현대화 / 업그레이드 필요,"나는 동물원을 좋아한다. 그들은 멸종 위기에 처한 종의 보존에 좋습니다. 또한 북극곰 꿀 오소리 등과 같은 자연 서식지에서 결코 볼 수없는 동물을보고 싶습니다. 나는 프라하 동물원에 여전히 오래되고 작고 뾰족한 인클로저가 있다는 것을 알게되어 매우 실망했습니다. 북극곰 하나는 콘크리트와 수영장으로, 큰 고양이는 매우 작고 도전적인 환경이 없습니다. 우리가 보았던 건물 작품이 동물원이 필요로하는 업데이트 체계와 관련이 있기를 바랍니다. 더하기 측면에는 여기에 다양한 동물이 있습니다. 동물원 주변에"
체코,프라하 동물원,가장 슬픈 동물원,"3 살짜리와 함께 갔는데 지루했습니다. 대부분의 동물 인클로저는 비어 있었고 (코끼리 포함) 얼룩말과 사슴, 다른 작은 게임을 보았습니다. 지루했지만 인클로저 크기는 최악이었습니다. . . 동물에게는 너무 작습니다. 작은 환경에서 비참한 북극곰을 보았습니다. 동물들에게는 너무나 기분이 나빴습니다. 그것이 너무 슬퍼했던 것에 따라 우리는 약 1 시간 반 후에 떠났다. 매우 구릉이므로 버그가있는 것은 권장하지 않습니다."
체코,프라하 동물원,부끄러움,"잘 보살펴 진 아름다운 봉우리들이 보였고 일부 동물들이 보살핌을 볼 수있었습니다. 하나 북극곰은 행복하지 않았고, 나는 거기에 서서 30 분 동안 간격을두고 있었고, 인클로저는 혐오스럽고 불결했습니다. 물을 둘러싼 펭귄은 초록색입니다. 동물원에서 볼 수있는 펭귄은 대부분 볼 수 없습니다. 많은 외함이 너무 자라서 동물을 볼 수 없었고 전혀 잘 보관되지 않았기 때문에 동물에 대해 미안하다고 느꼈습니다. 동물들이 제대로 보살 피고 인클로저가 깨끗하고 어수선하지 않도록 더 많은 돈을 지불하고"
체코,프라하 동물원,잃어버린 내 시간과 내 돈 !!!!!!!!!!,"특별한 것은 없습니다. 정말 실망했다! 대부분의 동물들은 거기에 없었거나 멀리있었습니다. 동물보다 음식과 음료가 더 많이 생깁니다. 나는 결코이 ""동물원""으로 돌아 가지 않을거야. P. S. Free park는 """"동물원 """"보다 소리가 좋습니다."
체코,프라하 동물원,불쌍한 경험,"나는 동물원에 관해 좋은 의견을 내기 전에 글을 쓰고 있었는데, 마지막으로 실망했다. 케이블카가 닫히고, 직원이 친절하지 않았으며, 대부분의 음식점이 닫히고 레스토랑에서 식사를 한 후 나와 내 아이가 화장실 근처에서 밤새 보냈습니다."
체코,프라하 동물원,그레이트 동물원 끔찍한 식당,"나는 정말로 동물원을 구경하는 것을 정말로 좋아했다, 프라하에 머무르는 동안 정말로 즐거운 여행이었다. 나는 가족과 친구에게 이것을 추천했을 텐데 불행하게도 우리가 GASTON 레스토랑에서 가지고 있었던 경험은 날을 파멸시켰다. 음식은 그것이 무엇이었고 품질이 좋지 않았고 대부분의 사람들은 식사를 대부분 접시에 남기로했습니다. 가격도 매우 불분명했다. 카운터 뒤에서 일하는 금발 아가씨는 우리에게 음식을 과도하게 과다하게 부과하고 우리에게 돈을 돌려 주거나 사과를 거부했다. 그런 다음 그녀는 우리"
체코,프라하 동물원,실망한,"나는 정말로 ""세계에서 4 번째로 좋은 동물원""이 무엇인지 확인하려고 애썼지 만, 나는 믿을 수 없을 정도로 실망 스럽다고 말했어야만합니다. 지도와 푯말은 정확하지 않은 것처럼 보였습니다. 동물의 약 절반 만 볼 수있었습니다 (이 점에 충격을받지는 않았지만 뜨거웠지만 여전히 낙담했습니다). 외출 된 동물들 중 일부는 열에서 절대적으로 비참하게 보였습니다 - 특히 핀란드의 순록. 그리고 전반적인 경험에 관한 한, 내가 간 적이있는 다른 많은 동물원보다 더 좋았습니다. 거리와 시간의 가치가 없습니다."
체코,프라하 동물원,Subpar 인클로저 및 동물에 대한 열악한 관심,"나는 프라하 동물원을 온라인에서 읽은 후에 가서보고 싶어 매우 흥분했습니다. 나는 매우 실망했지만 거기에 도착했을 때. 출발을 위해 우리는 동물원 주위에 자신의 길을 찾아야했기 때문에 맹목적으로 따라야 할지도를 제공받지 못했습니다. 어떤 종류의 이동성 문제가있는 경우 언덕이 우스 꽝스러운 것처럼 아마 당신을위한 곳이 아닙니다! 동물원 동물원 지역의 동물들은 폭동에 휘말리고 있었고, 털이 너무 많아서 제대로 보살핌을 받고있는 것처럼 보이지 않았습니다. 나의 진짜 문제는 코끼리 둘러 쌈과 함께"
체코,프라하 동물원,비참한,"나는 프라하 동물원을 5 번째 또는 7 번째로 평가 한 Trip Advisor 및 기타 온라인 출처에 대한 리뷰를 읽었습니다. 내가 오늘 보았던 것에 근거하여, 이것이 더미의 꼭대기 근처에 있다면, 거기에 정말로 충격적인 몇 개의 동물원이 있어야합니다. 내 딸 (7 세)이 갔을 때 동물원은 개조 / 개선을 통해 몇 가지 매력이 사라진 것을 의미했습니다. 우리가 도착했던 것에 따라 명소 중의 1 개에 거대한 거미를 광고하고있는 계산서 게시판이 있었다 - 나의 딸은 그것을 정말로보고 싶었다. 그러나"
체코,프라하 동물원,동물 애호가라면 방문 할 동물원이 아닙니다!,"내 여자 친구와 나는 동물을 너무나 사랑합니다. 그래서 우리가 프라하로 1 주일 간 휴가를 갔을 때, 프라하 동물원은 우리의 우선 순위 목록에서 높았습니다. 그러나 동물원에있는 많은 울타리들이 너무 작아서 스트레스의 흔적을 보이는 많은 동물들 (북극곰, 코끼리)이 있음이 분명해졌습니다. 이것은 좌우로 흔들리는 것을 멈추지 않는 떼에서 분리 된 외피와 코끼리의 간격을 포함합니다 (잘 알려져 있고 매우 심각한 조짐의 신호). 동물 애호가라면 방문 할 동물원이 아닙니다! ! !"
체코,프라하 동물원,시간과 돈을 낭비하지 마라.,오늘 우리가 동물원을 방문한 시간이나 돈을 낭비하지 마십시오. 동물 중 누구도 찾아 볼 수 없었습니다. 대부분의 관광 명소는 폐쇄되어 있었고 예상보다 훨씬 작았습니다. 프라하에는 다른 많은 명소가있어 동물원에 가지 않아도됩니다.
체코,프라하 동물원,나쁜 동물 복지,비싸고 시대에 뒤 떨어진 유지 관리. 우리가 본 대부분의 동물들은 작은 공간으로 나아갔습니다. 또한 부상당한 여러 동물을 보았습니다. 유럽의 여러 동물원에 가본 적이 있지만 런던과 프라하는 우리가 방문한 최악의 경우입니다.
체코,프라하 동물원,불쌍한 겨울. 대형 포유류,"이것은 겨울에 유럽의 동물원에 대해 나쁜 모든 것입니다. 코끼리는 지루한 콘크리트 바닥이있는 지루하고 특색있는 화합물에서 정신적 자극없이 닫힙니다. 그리고 고양이 집 (큰 고양이 - 사자, 호랑이, 표범 등)은 우리가 세계를 여행 해본 몇 년 동안 본 최악입니다. 큰 고양이 내부는 전혀 기능이없는 작은 특징없는 금속 케이지에 갇혀 있습니다. 호랑이는 앞뒤로 속도를냅니다 - 정신적 괴로움의 나쁜 징조입니다. 또한 큰 무리의 고릴라는 단지 작은 수의 영역 만 가지고 있습니다 - 너무 적은 수의 영역"
체코,프라하 동물원,정말 실망했다,"동물원에 관해 알아 내었고, 이것이 큰 실망 일 것 인 것을 생각했다. 많은 것을 보지 않고 언덕을 오르 내릴 많은 준비를하십시오. 일어나는 고도가 도시의 멋진 전망을 가져 오지만 그 정도입니다. 동물이 은밀하거나 많은 동물이 숨어있는 곳이 많았는데 거기에는 무엇이 슬퍼 보였습니다. 들어가기에는 아주 싸지만 볼거리는별로 없습니다. 어쩌면 이것은 새로운 인클로저에 대한 작업이 있었기 때문에 또는 1 년 동안의 시간 때문에 나에게 잘 어울리지는 못했지만 방문할만한 가치가있는 가치가 없었기 때문에"
체코,프라하 동물원,비싼!,비싼! 정문 입구에 느린 프런트 라인 대기열 포함. 그렇지 않으면 티켓을 얻기 위해 앱을 다운로드해야합니다. 그것은 그렇게하기 위해 WiFi 신호를 가지고있는 척하지만 아무도 신경 쓰지 않아 작동하지 않습니다.
체코,프라하 동물원,흥미로운 모트,"그래서, 동물원 공원은 매우 크지 만 비 구조적입니다. 표지판이있는 곳은 매우 넓은 지역과 흔적이 없으며, 비싸지도 않고지도 비용을 지불합니다. 많은 동물들이 존재하지 않으며, 빈 공간이나 빈 표면 만 존재합니다. 그것은 정말로 실망스럽고, 많은 새들과 야생 생물들 (추천하지는 않음)이 도심에서 멀고, 하루 종일 걸리고 동물원 공원에서 많은 시간을 보낸다.하지만 아무것도 할 수 없다. 하루 다른 곳에서 또는 뭔가 의미있는 일을하십시오. 그것은 내 기대를 충족시키지 못했다 : - ("
체코,프라하 동물원,"훌륭한 일부 부품, 상당히 끔찍한 부품","동물원에서 몇 시간을 보냈다. 하루 종일 거의 하루를 보낼 계획 이었음에도 불구하고, 일부 동물은 내 상태가 유지되어 매우 불편 함을 느끼기 때문이다. 인클로저는 매우 작았고, 동물들은 비참한 구석에 앉아 있었고, 동물에게는 장식과 자극이 아주 적었습니다. 즉, 이것은 동물의 작은 비율에 대해서만 사실이었고, 그 중 일부는 코끼리와 아프리카 전시와 같은 거대한 인클로저를 가지고있었습니다. 그것은 꽤 싸다. 그러나 심지어 매우 가난한 약간의 동물을위한 조건은 내가 결코 구경하지 않고, 그들에게"
체코,프라하 동물원,언덕을 올라갈 준비를하십시오.,좋았지 만 평범한 동물원보다 동물들은 서로 멀리 떨어져 있습니다. 위아래로 언덕이 많이 있습니다. 기차는 그렇게 유용하지 않았습니다. 그들이 꿀벌이기 때문에 꿀벌을 조심하고 친절하지 않다. 기념품 가게는 너무 작고 냄새가 좋지 않습니다.
체코,프라하 동물원,아무것도 표시된...,"유럽에서 4번째로 큰 동물원, 사용자 놀랍도록 친절하지 않았습니다. 먼저 구글(아래 사진)를 그린 자신의 핵무기고를 런던에만 9am - 9pm 주 7일(여름) 정보를 보았다. . . 11시까지 불이 켜져 이후 합리적인. 마침내 우리가 동물원에 도착했을 때 우리는 오후 6시에 매일 가깝습니다. 나는 그녀의 웹사이트에 정보 보여준 - 그녀는 어깨를 으쓱했습니다. 둘째, 동물원 보트-받아들이지 못하는 dock 시내 중심에 가깝지 않습니다, 시간(15분 Lock) 놓고 최소한 20분 거리에"
체코,프라하 동물원,생일,"좋은 리뷰들을 읽은 후에 이 동물원은 방문하고 싶었지만 실망스러운 Aviur 가는 길을 몇몇 동물들은 비좁은 상태를 유지하고, 물이 없는 북극곰, 호랑이 같이 멋진. 북극곰 매우 불행한 걸어다니는. 나는 이러한 조건을 보고 그 것 같습니다. 조금 '개선 때문에 닫혀 있었습니다."
체코,프라하 동물원,동물들도 의 고통,"저는 이 곳이 할지 검토할 수 있습니다. 공원에 있는 동물 은, 꽤 큰, 우리는 하루를 이곳에서 보냈습니다. 관광을 위한 매우 아름다운 도시 이. 좋은 길도, 이 충분한 음식과 음료, 매우 잘 구축하고, 느껴지지 유기농. 그 이유는 일부 동물들이 명확하게 조난 해 검토할 수 있습니다. 이 표범, 사자 허니 배저 수 있으며, 다시 실행하느라, 정확히 동일한 패턴, 시스템에 대한 몇 가지지 추가 공간을 확보할 수 있습니다. 물론 그 중 찾을 수 없습니다 펜, 에 있기 때문이다. 많은 동물들이"
체코,구시가,천문시계탑 옆 광장,천문시계탑 보러 가는길에 있는 광장. 광장은 느낌있고 멋있음. 하지만 절대 광장에 있는 노점상 이용하지 말것. praha traditional ham 을 판매 하는 노점들이 많은데 완전 개바가지임. 고기 비쥬얼만 보고 현혹 당하지마시고 꼴레뇨 맛집 검색해서 가시길
체코,구시가,생각보다 별로,"광장 사이드에 정식 음식점은 아니고 돼지 바베큐와 맥주를 파는 노점상들이 있는데 고기 굽는 연기가 굉장히 많이 나서 공기가 안좋아요 시계탑도 공사중티라 못봤고 사람은 너무 많아요 포테이토랑 생맥주 먹었는데 얼굴 잘생긴 뺀질이가 매쉬드 포테이토를 덜어달라고 했는데도 꾸역꾸역 줘서 500코로나 결제했어요 프라하에서 먹은것중에 가장 최악 이었어요 음식 시키실때 중량 미리 말씀하셔야 사기 안당해요 ,,,,"
체코,구시가,기분 나쁜 비눗방울 아저씨...,광장을 둘러싼 멋진 건물들 사진을 찍고 있었는데 광장 한가운데에서 비눗방울 쇼하던 아저씨가 자기 찍지 말라고 했는데 못 들었냐면서 이해 못하냐면서 미쳤냐고 소리지르고 욕했습니다. 그래서 뒤에 간물 찍는다고 했는데도 들은 체도 안하고 버럭버럭 소리지르는데 다들 쳐다보고 무섭고 기분 나빴어요. 주변에 사진 찍는 사람들 제법 있었는데 딱 저를 보면서 그러니까 동양인 여자라고 만만해보였나싶어서 또 기분나쁘고...(이미 다른데서 인종차별을 겪어서 요즘 계속 위축되고 있었거든요) 저처럼 욕 먹는 사람 또
체코,구시가,더럽고 시끄럽고 호객꾼 천지에 소매치기 다수.,체코는 전반적으로 유럽의 향취를 느끼려는 여행을 하기에는 민도가 낮다. 서비스직들 태도가 매우 불친절하며 서비스에 비해 팁만 노골적으로 바라는 태도가 어이가 없는 도시이다. 몇가지 사례를 말하자면. 1.길을 걷던 중 일단의 한국인 무리가 앞에 가는데 바츨라프 광장에서 금색 동상 코스프레 하는 체코인간이 퍽큐를 하며 눈을 찢으며 퍽킹 칭크라고 외침. 다행히 그분들이 듣지도 보지도 않았으나 주변 체코인들 그런 인종차별적 행동에 이의제기하지도 않고 같이 즐거워함. 여기서 왜 동양인들이 돈쓰며
체코,구시가,그다지 인상적이지 않음,"그냥.... 사람 구경과 카를교와 프라하성을 가기위해 지나치는 곳일뿐, 너무 기대하지 마세요"
체코,구시가,절대 환전금지. 날강도 보다 더한 환전소입니다.(Chequepoint 환전소)- Crime..,"아랫글의 영국 분이 정확히 표현해 주셨네요. 날강도입니다. 구시가지 광장, 천문시계탑 부근에서 가장 눈에 띄기도 하고, 거리상으로도 가까운 큰 환전소이며, 근처 대부분의 환전소들이 비슷비슷한 환율이어서 비슷하겠거니 하고 환전을 했습니다. 크게 유의치않고 사인을 하고 100유로를 환전했습니다. 아침에 호텔에서 본 환율이 1유로당 25크론 정도였는데, 이 집에서는 눈에 띄는 부분에는 28로 표시를 해 놓아서 안심을 시켜놓고, 실질적으로 sell은 15로 절반 가까이 되는 범죄에 가까운 짓을 해"
체코,구시가,조금 실망,"프라하에 매우 실망했습니다. 우리는 한 여름에 보고 싶어하는 사람들. 하지만 이 말도 안되는! 20 과 - 30 대 에 다니지 팩, 테일 게이트에 대학이 자는 것 처럼 보였다. 제 생각에 이곳은 매우 슬픈 분위기가 멀리 떨어져 있기 때문에 아름다운 도시 프라하. 을 수 있는 좋은 지도 - 격자에 배치된 없습니다! 가장 좋은 방법은 교회 첨탑 탐색할 수 있습니다. 15 년 전에 볼 수 있었으면 했습니다. 많은 유럽의 도시의 매력과 변경다른 없는 사람들. 저는 겨울에 가는 걸 추천합니다."
체코,구시가,기능,수 있는 멋진 성 이고 돌아 다니는 필요 없이 요금 비쌌습니다. 강 은 식당에서 할 정도로
체코,구시가,그냥 큰 광장,우리는 오래된 타운 스퀘어에서 몇 번. 이곳은 피하세요 수 없습니다. 특별한 아무것도. 큰 수 많은 사람들이
체코,구시가,하지만 한 번 이동 이후로 이곳은 피하세요,"그냥 한 번 보러 간 것 같을 것이 당신의 여행지. 이 더러운, 가격이 좀 있는 프라하 가 제공하는 최악의 집."
체코,구시가,오래된 마을,"프라하에 있는 건지 꼭 가보았을 지원하지만 솔직히 이 좋지, 천문 시계 하는 보이지 않는 괜찮은 편이지만 이 경우 거리가 이 걱정 하지 마세요, 찰스 다리인 작은 게 훨씬 더 좋은 더 나은 가치 있는."
체코,구시가,주의 블러프,"잘 검토 자체 광장 정도지만 저처럼 chistmas 시간 동안 나무 파는 음식 중 하나. 나는 어떤 곳 이지만 사진을 첨부 하라고 볼 수 있다. 구운 된 돼지 고기 와 감자 가 기본적으로 판매, 양배추와 베이컨 (독일 schupfnudeln). 가격은 100 그램 당 할 수 있는 곳 목록 표시한 다음 위에 거대한 조각 의 고기를 제공하는 유로와 그릇 전체 의 감자, 양배추와 베이컨 (700 - 800 그램 을 말한다 및 요금은 50 유로 이며 (주문했습니다) 직원은 어떤 수 감소에 수락하지"
체코,구시가,올드 타운 스퀘어에 있는 크리스마스 마켓,"기대했던 것 보다 더 다양한 컬렉션의 포장 마차, 뜨거운 음식과 음료 에 대부분의. 집에 있는 크리스마스 마켓 만큼 좋지는 않았어요. 를 기대하고 있는 이 시장에 각각 다른 시간에 여러 번 사랑의 프라하 여행 1 년. 즐거운 크리스마스 트리 도 해 지역 아이들의 방해를 받았다."
체코,구시가,하품 하다!,"시계 (천문) 이 있는데, 거의 불가능 하지 않으면 할 수 있는 천체 의 phd 패덤, 으스스한 인상적인 교회 찾고 다른 쪽 끝에 있는 여러 외부 주변 바와 식당. 많은 다른! 친절한 사진을 보고, 희망을 위로 하지 않지만"
체코,구시가,너무 많은 사람들이 즐거운 방문,"프라하 올드 타운 스퀘어 작습니다 타운 스퀘어 크라쿠프, 폴란드, 유럽에서 가장 큰 타운 스퀘어 에 있는. 따라서, 프라하 올드 타운 광장이 불편할 정도로 붐비는, 너무 오래 머물면 원하지 않는. 사진을 보고 천문 시계!"
체코,구시가,너무 많은 segways,이 확인. 예쁜 광장에 앉아서 내 가 아닙니다. 그 곳에는 정말 분위기를 한꺼번에 segways 광장.
체코,구시가,아름다운 장소; 너무 붐비는 상업,"이 가운데 지난 활동 했습니다. 7월에 가 도착했을 때, 하지만, 그 곳은 거대한 관광 그룹 과 함께 하고, 사기꾼, 가이드, 세그웨이 투어, 종교적인 그룹이, 말하는 말이 있습니다 저는 방문 지원하지만 당신을 알고 들어가는, 일 년 중 특히 바쁜 시간. 이른 아침에 가장 붐비고 가장 적절한. 프라하 하는 관광객이 적은 방법 이 아름다운 지역 은 여러."
체코,구시가,매우 바쁜,"저는 지난 15년 전 프라하에서, 새로운 모험 입니다. 프라하 는 대부분 이 변경은 얼마나 기억 나지만 방문자 수가 급증과 기념품, 레스토랑 및 엔터테인먼트 장소 기하급수적으로 증가하고, 이러한 모든 좋지. 프라하에 있는 적당한 사이즈이지만 훨씬 더 commercialised 관광 도시 중심이 묵었던 것. 마지막으로 이 곳은 때로 그룹의 사람들이 보는 시간 1 시간. 많은 사람들이 시간이라 당황 분과 한 축구 대표팀 이 라 시계 -! ! 프라하에 있는 자체가 성공했지만 피할 볼 수 있는 관광지도"
체코,구시가,매우 흥미로운,오래된 건물 일부를 볼 수 있는 것은 없고. 다음에. 이 곳에 방문하는 것이 오후 5시 이후에 약간 어두운
체코,구시가,오래된 구시가지 광장에 도착하지 않습니다,"바쁜 곳이지만 볼 가치가 있는, 너무 많은 것을 즐길 수 있는! 카메라의 경우 비가 우산을 잊지 말고!"
체코,구시가,조금 실망,"너무 많은 사람들에게, 밤 늦게 가지 않는, 많은 사람들이 있지만 그늘 호킹 상품 또는 서비스를 제공합니다. 이전 최신도, 못하지만 towny. 전체적으로 큰 단점. 아, 이 사람들이 밀 을 지나면 큰 시계"
체코,구시가,혼잡,"아름다운 건물 및 건축. 하지만, 정말 어려운 관광객들로 붐비는 광장이 9셀 정도였어요. 비싼 가격의 레스토랑도 있다. 약 1 - 2 블록 떨어져 있어 걸어갈 수 있는 것을 찾을 곳이."
체코,Villa Tugendhat,난 잘 모르겠다,브르노 두번째 방문. 첫번째 방문때 찾지 못한 빌라 투젠타트. 이 집에 대한 명성은 익히 자료를 통해 알았지만 내 관심사는 아니었다. 그대로 시간도 남고 해서 확인은 해보자 하고 찾았다. 언덕 위에 있다. 조용한 주택가. 예약을 해야만 실내를 볼 수 있다는 것 알고 있지만 건축 문외한이 본다고 뭐가 달라질까? 일단 가봤다. 외부 정원만은 볼 수 있단다. 50크로나를 냈다. 그리고 안으로 들어가 모던 스타일의 건물 한채를 봤을 뿐이다. 내 눈에는 그저 모던한 스타일의 집. 유네스코에 지정되고
체코,Villa Tugendhat,방문 6 개월 전 티켓 구매,우리는 책과 영화에 따라이 빌라를 방문하기를 정말로 기대했습니다. 도착하자마자 우리는 6 개월 전에 티켓을 주문해야한다는 것을 알게되었습니다. 아직도 우리는 정말로 실망했던 정원과 지하실을 방문 할 수있었습니다. 이 빌라를 방문 할 의무가 없습니다!
체코,Villa Tugendhat,예약이,그것이 일년 내내 완전히 예약되었다는 것은 성가신 일입니다. 나는 그들이 더 많은 여행으로 수요를 처리 할 수 있다고 확신합니다.
