country,sight,review_title,review_content
체코,Villa Tugendhat,아름다운 빌라 - 방문하기가 어렵습니다.,Villa Tugendhat을 방문 할 기회가 없으면 귀빈이되어야합니다. 투어 예약은 불가능합니다. 관리는 정상적인 군중을 멀리하기 위해 문지기의 아름다운 시스템을 개발했습니다. 가장 새로운 트릭 : 처음에는 BRNOPAS를 사야 만합니다 - 방문의 기회가 더 많기는하지만 여전히 보증은 없습니다.
체코,Villa Tugendhat,독일어를 구사하지 못하는 투어 가이드와의 끔찍한 독일 투어,"이것은 장소 자체에 대한 리뷰가 아니라 독일어로 진행되는 가이드 투어의 리뷰입니다. 비록 내가 체코 어를 말하더라도, 나와 나의 친구는 독일의 여행을 선택했다. 나의 친구는 좋은 독일어를 말한다. 그러나 체코 사람은 말하지 않는다. 저는 독일어를 이해합니다. 수시로 사용하지만, 모국어가 아니므로 전문적으로 사용하지 않습니다. 나는 별장을 알고있다, 나는 그것에 관하여 많은 사실을 안다. 그리고 나는 단지 나의 친구 때문에 여행에 갔다. 그리고 나는 우리가 참석해야하는 독일 투어가 어떤 공연"
체코,Villa Tugendhat,검토되지 않은 곳에 가고 싶었지만,"저는 가족과 함께 사랑의 문화 예술 및 티켓 예약한 빌라 브르노 지역의 onlin. 오히려 비싼 것이 다. 나는 집에 도착한 날짜와 가깝습니다. 제가 회의 스케줄을 빌라, 필요하다고 응답했고 it 및 비 - kurt apsolutely. 나는 쓰고 싶지만 직원들이 라고 생각하기 때문에 좋은 리뷰 unpolite: 빌라 안에 티켓을 구입할 온라인!"
체코,Villa Tugendhat,하지만 집에 있는 것들을,"좋은 현대적인 건축물 들, 보고 싶어 죽 었기 때문에 게스트 하우스. 매우 긴 대기 는 하지 않는 약 2개월 에 알아야 할 내부보고, 호텔에 도착할 때까지. 정말 실망 였습니다. 우리는 9월 말에 간 적이 없다고 했지만 우리는 이 없었다. 저는 항상 생각을 할 수 있는 공원 이나 집에서 큰 정원, 사실 일반 정보의 중심에서 걸어서 몇 분 거리 20 브르노, 다른 집 으로 둘러싸여 있다. 표 를 구입하는 라운드를 걸어 정원이 약 10분 거리, 아래 부분으로 볼 수 있지만 이 집. 지하에 있는"
체코,Villa Tugendhat,한 이유는?,"미안하지만 나는 이유를 이해할 수 없는 매력, 현대적인 하우스만... 특별한 아무것도. 나는 내가 아는 한 그 시간에 1920 - 1930s 설계된 아직 보지 않을 수 없는 이유가 이 빌딩, 아닙니다 사랑 한 것 같이 전문적인 아키텍처 또는 디자인 할 수 있습니다."
체코,Villa Tugendhat,갈,"안 좋은 이 할수가 없었다. 흰 꽃 은 잔디가 있어. 빌라 밖에 되지 않은 놀라운, 조금 아트 데코 기능. 수 있게 이케아. 흥미로운 별로."
체코,Villa Tugendhat,헝가리,"읽기 전용 예약, 하지만 다음 날짜 일주일 이상 여유... ? 15 / 시간 들... 이 말도 안되는. :-("
체코,Villa Tugendhat,는 편이 ㄴ데요,아시다시피 친환경 주택 곳! 우리가 도착했을 때 우리는 일찍 예약한 티켓 어쨌든 도착하지 않았다.
체코,Diana Lookout Tower,상태가 다이아나 기차,"기차 1912년, 1984년 관리되는 끔찍한 상태입니다. 드라이버 또한 계산원은. 트랙 조건이 나쁜, 기차 흔드는 어떤 건강 및 안전 기준에 것이 분명해졌습니다."
체코,Spilberk Castle,외국인에게는 권장하지 않습니다,"대부분의 정보는 체코 어로 만 제공됩니다. 낮은 질의 품질, 주로 사진 및 텍스트-소량의 muzeum exibit. 시설의 모든 부분을 이용할 수있는 것은 아니지만, 구입하는 동안 모든 정보를 지불하지 않았습니다."
체코,Spilberk Castle,놓치지 마세요,볼거리가 많고 매우 흥미 롭습니다. Casemates 섹션을 놓치지 마십시오. 멋진 커피 숍과 바가있어 도시의 멋진 전망을 감상 할 수 있습니다.
체코,Spilberk Castle,나는 더 지루한 성 전에,"제목이 모든 걸 말해주고 있습니다. 누구나 이 ""Castle"" 한번도 추천합니다. 끝없는 객실 복도 후 긴 복도에 찾을 수 있습니다. 다음 인한 소음보다 작았다. 솔직히 10일 방은 우리가 그 후에. 충분히 말했다."
체코,Spilberk Castle,따라서 단순히 흥미로운,"캐슬 갈 수 있는 한, 이 빛이 없는, 흥미 롭, 음산한 장소. 이 예배당 나열된 조합 표, 열 라! 이보다 더 타워는 전망 에서 볼 수 있습니다. 이 기록은 길고 지루한 전시의 성. 아트 컬렉션 괜찮습니다."
체코,Spilberk Castle,매력적인 다른 곳에 비하치,"특별할 것 없는 전형적인 성, 과 프라하 성, 성 karlstejn, 체스키 크롬로프 성 과 다른 사람들은, 아무것도 없는... 이 첫 경험, 방문할 수 있습니다. 하지만 이미 다른 성, 약이 하지 않는다."
체코,Spilberk Castle,죄송하지만 심각하게 실망,"풍경은 좋지만 언덕 위에서 유럽 기준, 성 은 완전 실망. 이는 심각한 실망 casemates. 구경시켜 주지 않으면, 대부분의 빈 공간의 작은 생각의 관련성이 있는 것. 방에 있는 밀랍 인형 박물관 을 보고 다시 고문. 이 넣어 주어 온 것 같은 실수가 기획전. 건물 전체가 꽤 많은 사람들에게 이동성 문제를 통해 액세스할 수 없습니다."
체코,Spilberk Castle,예상보다,"무엇이 좋은 관광 명소가 실제로 상당히 실망. 공지 게시판 아무것도 설명이 없거나, 빈 방이 많이 걸려서 15분 정도 도보. 우리 탈출문 들어서자마자 고 자신을 ""이라는?"" . 처음 난 안 좋은 리뷰 이지만, 솔직히 수행할 수 있는 배생 명소 보다 고객 만족도 향상."
체코,Spilberk Castle,건너뛸,"아내와 나는 역사에 본질 적지 않은, 그래서 어쩌면 경우, 이 성을 여행. 않는 경우는 역사 매니아나 되는 흥미로운 옛 성을 보고, 스킵 이 매력. 대부분의 성곽 에 비해 유럽 다녀온, spilberk 은 부족 광택. 추가로 평균 경험이 그대로 당신의 목 아래 부분의 존재를 끊임없이 박물관 가이드. 이 경우에 우리는 일어서 서지 생각하고, 예술 같은 보이지 않고 함부로, 날 믿어. 소망 을 다시 내 반관형부."
체코,Spilberk Castle,개봉 시간 낭비 하지 마십시오,"좋은 이유가 이 성 - 전망. 더 똑똑히 보거나 올드 타운 홀 타워에서 카테드랄. ""성"" 은 그 자체가 재미있는. 이 전시회는 매우 광대 고 재미있는, 레스토랑도 아주 비싸지 않고 좋은 이유..."
체코,카를 다리 (카를루프 모스트),별로.,소매치기 많고. 거지 많고. 더럽고. 관광객이 저마다 사진찍고. 이탈리아노들 소리지르고. 담배피고. 야경이 이쁘다는데 야경을 찍을수가 없고. 난 좋은지 모르겠음.
체코,카를 다리 (카를루프 모스트),이뻐요,사람이 정말 많은 곳입니다. 허가받고 기념품 파는 사람들도 많아서 아기자기 구경하기 좋구요. 밤에 다리 구경도 이쁘네요.
체코,카를 다리 (카를루프 모스트),하지만 너무 많은 다리,"이곳은 멋진 다리, 왜 사람들이 지속적으로 쑤시 어 보긴 했지만. 여러 가지지 방법으로 강을 건너."
체코,카를 다리 (카를루프 모스트),프라그 일 방문,"굉장히 많은 물건을 crouded 노력 공급 업체, 주머니를 선택하세요 많은 기대도 있었습니다."
체코,카를 다리 (카를루프 모스트),이 제품은,"잘 뭐라고 해야 할까, 하는. 리지 않고 작고 광고. 프라하에 가면 놓칠 수 없는 경우 이 기본적으로 있는데 별문제 없이. 나는 아무것도 생각이 나지만 건물 및 건축. 갈 가치가 있지만 사진 촬영 만 할 수 있는 한 시간 이상 의 큰."
체코,카를 다리 (카를루프 모스트),특별한 아무것도,"부풀어 오르고, 아무 것도 보이지 않는, 일반적으로 사람들을 따라 다리 사용하면 절대 물건도 팔고"
체코,카를 다리 (카를루프 모스트),보 denpassar!,"이 점은 화려한 다리는 거래처 사람들과 같이 드립니다 공급업체들과 완전히 블록의 뷰, 아키텍처 및 두 다리의 전망은 다리. 이 다리를 건너 면에서 더 나을 보고 하나 이다. 내리는 것을 기다릴 수 없습니다!"
체코,카를 다리 (카를루프 모스트),사람들로 붐비는 칠하지,"원하는 경우 페인팅, 그리기 또는 스케치 이지만 갈 곳을 지켜보 pickpockets. 매우 혼잡하고."
체코,카를 다리 (카를루프 모스트),혼잡,정말 이 아무것도 볼 수가 없어 이동할 수 있습니다. 이 측면에 매우 실망했습니다. 대부분이 라 이 좁은 다리에서 힘들어 했습니다.
체코,카를 다리 (카를루프 모스트),한 번의 한,"찰스 다리 는 확실히 흥미로운 it 의 역사, 관광객들로 붐비긴 하지만 너무 감사하여 하는 거의 불가능 했습니다. 다리의 모든 추가 공급업체 수 있으며 단지 노력을 불쾌한 경험 할 수 있는 레시피. 한 번은 오지를 방지하는 it 및 주변 지역의 다리. 제 4 일이 온종일 프라하를 돌아다닌 저는 오히려 빨리 피할 수 있는 방법을 배웠습니다."
체코,카를 다리 (카를루프 모스트),너무 혼잡,이 아주 더운 날 사람들이 다리를 방문했을 때 이 거대 했습니다. 열심히 사진을 찍으면 아무것도 보지도 않았다. 처음 방문한 사람들을 주위에 나중에 정오 오후에 더 심합니다.
체코,카를 다리 (카를루프 모스트),정말이지 놀라운,저는 매우 바쁜 걸 너무 특별하지? 근사한 분위기의 작은 밴드 장난 이지만. 관광지 이.
체코,카를 다리 (카를루프 모스트),아름다운 찰스 브리지,이 다리는 전체가 아름다운 관광 허브 흥미로운 것이 볼 수 있는 가볼만한 가치가 있는 것은 낮과 밤 을 모두
체코,카를 다리 (카를루프 모스트),혼잡,너무 붐비는 즐길 수 - 엘보우를 팔꿈치 로 크로스. 매우 특별한 경험을 즐길 수 있는. 프라하 가 있을 것이다
체코,카를 다리 (카를루프 모스트),큰 것을?,과대 광고의 주위에 잘 모르면 이 브리지; 오래되고 꽤 최신도. 오늘날의 모든 it 금이 발견.
체코,카를 다리 (카를루프 모스트),너무 많은 사람들이,"프라하에서 꼭 봐야 할 때, 많은 사람들이 있지만, 너무 이른 아침이나 늦은 저녁에 가서."
체코,카를 다리 (카를루프 모스트),3박을 했습니다.,많은 사람들. 모든 공급업체 다리의 기동 하다 어렵습니다. 그 보다 더 좋을 수 없는 것이 다.
체코,카를 다리 (카를루프 모스트),너무 혼잡,좋은 사람들이 다리를 낮 / 밤 수 없는 경우 hunderts 마다. 그러나 이 프라하에 있는 을
체코,카를 다리 (카를루프 모스트),특별한 아무것도,브리지는 브리지. 경우가 이탈리아 나 샌프란시스코 또한 알고 말이다. 관광객이 자신을 찾을 수 있는 경우 건너뛸 수 이 향하 찰스의 전망 타워 볼 수 있습니다.
체코,카를 다리 (카를루프 모스트),관광객들로 가득 차,"예, 가장 오래된 다리 도 좋았고 모든 스톤브리지, 포장해서 여행자 로 되어 있지만, 그 사람과 함께 있을 때 손을 잡는 게 아닙니다 길을 잃다. 우리는 이 다리를 지나야 우리 accomendation, 하지만 우리는 집에 또 다른 다리로 insted."
체코,카를 다리 (카를루프 모스트),바로 이곳에서!,찰스 다리 멋진 전망! 수도의 물이 바로! 이게 정말 멋지다. 만약 당신이 상사
체코,카를 다리 (카를루프 모스트),다리 에 대한 흥미로운 아무것도,"그의 다리 위 횡단 을 다른 쪽으로 간단하게. 이 규정에 해당하지만 이 시급한 세척. 많은 사람들이 그가 음악 재생 밴드 및 판매 했어요. 그 보다, 이 모든 사람들의 말 은 끊임없이 중지 앞에 아무것도 생각하지 수 있는 지그재그. 가능한 경우 가장 피해야."
체코,카를 다리 (카를루프 모스트),너무 많은 사람이! 이 곳은 로맨틱한 이상!,"이 곳은 오래된 다리. 저는, 간단하게 할 수 있지만 (관광객) 너무 많은 사람이 다. 너무 많은 사람들을 영업에 "" 아트 "" 만들어진 다리. 다른 다리를 더 빨리 전달할 수 있습니다! (제 생각) 하지만 사랑의 5분 그곳들을 dozends 언어 (에 있기 때문에 많은 여행객들에게 소리를 지를 수 있을 겁니다 속한, 앞으로 즐길 수 있다.; )"
체코,카를 다리 (카를루프 모스트),너무 혼잡,"저는 하루에, 겨울이지만. 너무 많은 사람이 불평하는 것이 사람들이, 아니면 타격 없이 직선 거리로 걸어서 할 수가 없고, 사진을 찍을 수 없는 타격을 또는 중지할 수 있습니다. 더 나은 이른 아침 이 수 도, 마음에 무엇을 할 수 없기 때문에 정말 인다의 더 보기에 몇 미터 입니다. 모든 흡연자들도 도움이 되지 않았다."
체코,카를 다리 (카를루프 모스트),다리,"우리가, 멀리 떨어져 있어 보았다. 하지만 내 생각에 매우 혼잡 합니다 볼 때 입니다. 주의 pickpockets."
체코, 성 비투스 대성당,유럽의 여느성당과 비교하면...,"유럽여행을 하면서 정말 많은 성당을 본거 같습니다. 노틀담, 성가족성당 등 .. 성당을 너무 많이 봐서 저는 별로 큰 감흥이 없었습니다."
체코, 성 비투스 대성당,절대적으로 끔찍한 사람들이 대비하는,"이나 의사가 있습니다. 제가 그 에게 대비하는 패스. 미국 플래카드 가 필요 하더군요. 어떻게 알고 이렇게 먼저? 라이센스 상태를 보여 주는 나의 md, 하지만 덜 신경 수 있습니다!"
체코, 성 비투스 대성당,간 및 정보 없음,"사람들이 성당과 비교 될 수는 없지만 영국, 대부분 이야, 하지만 적어도 당신 에 대한 비용을 지불한 정보! 내가 그렇게 vitus 성당, 원하는 경우 모든 정보를 가져올 수 있는 오디오 가이드 작성하시면 다. 18. 00 에 성당 을 지불 합니다. 이 곳 사람들이 인정하는 체코 프라하에서 유일한 곳. 무방 할 프라하 성, 골든 골록 및 로얄 가든을 충고 지원하지만, 한 대성당 입니다!"
체코, 성 비투스 대성당,"정말 바쁜, 있을 수 없는!","우리는 모든 지역에서 도보 투어 에 갔다. 입구에 도착했을 때, 우리는 이 명백 하기 때문에 코치 그룹 에서, 우리는 가서, 다른 그룹일 것 이라고 하는, 우리는 생각 였다. 제가 너무 바빠서 그 를 상상해 라. 직접 가면, 줄게."
체코, 성 비투스 대성당,한 것은 없지만 괜찮아요.,전반적으로 호텔은 복잡한 성. 성당 자체는 훌륭한 편 이지만. 단지 그냥 좋은 교회 밖에 있는 성.
체코, 성 비투스 대성당,최고,"더 인상적인 외관, 먼지가 안에, 어디 앉아 기도 하지 반사 수 없습니다"
체코, 성 비투스 대성당,무례한 직원들. 귀찮게 하지 않습니다.,일단 들어가면 아주 모호한 성 근거가 무엇을 의미하는 어떤 방법으로 돈을. 나는 한 사람이 옮겼어야 할 수 없을 때 표시 inticket 귀찮아 사무실의 다른 직원이 우리를 안내했다. 그냥 시작 부분에 끔찍한 경험이었습니다. 우리가 지불한 교회를 방문할 때 부품 및 성. 저는 사진을 찍고 들어갔을 때 내 훌래쉬 기구 없이 catherdral에. 저는 우연히 카메라를 이용한 전화 및 flash 내서. 저는 아직 잘 모르 지. 연속적인 학대 를 받으신 직원들 중에서. 나는 사고 난다고 하는 것이
체코, 성 비투스 대성당,"싫다고, 해 졌지만","사랑의 교회는 중세풍의 대성당 그리고, 하지만 이는 꽤 무서운. 외관은, 지난 금광과 은광의 발견으로 많은 경우를 볼 수 있는 지독한 잡탕 찌개 지원하지만 관광객들의 스타일 및 내부 장식, 언짢은 직원과 함께 한 사람들. 세인트 니콜라스 교회의, 매우 가깝고, 훨씬 더 매력적인. 세인트 비투스 의 볼 수 있는 곳 중 하나 - 그리고 신성한 - 보는 공간 이다. 이 ""더 영성 에서 찾을 수 있는 스타벅스. 죄송합니다."
체코, 성 비투스 대성당,인상적인. 사랑 vitreaux,좋은 경험이었습니다. 천장이 imnpressive vitreaux. 전체적인 방문에 y 로 걸어가는 성 비투스 의 오른쪽에 비가 올 경우 클록인버터를 자랑할만한 가치가 있다
체코, 성 비투스 대성당,오래 되 ㄴ 민영화 Kathedral.,"하 고 기도 하 ㄹ 수 있 는 곳 이 지만 kathedral 더 이상, 민영화 이 었습니다. 이 보 고 하 여야 하 ㅂ니다. 하 는 충격 적 이 ㄴ 하우스 에 들어가 ㅂ니다!"
체코, 성 비투스 대성당,"특별한 것은, 돈이 denpassar.","또 다른 성당 안 볼 수 많은 다른 그 어떤 유럽에 있는 성당. 필요한 경우 모든 곳을 참조하십시오. 직원들은 무례하고 엔트리 및 엑시트 점 알고하지 않고 갈 수 있는 티켓 소지자 합니다 서로다른 부분에 성당, 직원들이 짹짹 개 또는 찌 합니다 같은 에 있습니다. 만약 정말 내야 성당, 우선, 시작 및 종료 지점을 확인해야 하는 직원들을 제대로 교육 한 노래를 부르고."
체코, 성 비투스 대성당,제한된 영업 시간 문제,제가 돈이 없으니 세 시간만 낭비하고 많은 사람들이 개극시간. 나는 심지어 관리에 들어가지 않았다.
체코, 성 비투스 대성당,사람들보다 더 나은 것들을 볼 수 있...,실제로 많은 건물들이 많이 붐비는 것을... 건물들이 많이 빈 (에 있는 공간이 거의 없고 대부분의 건물들은 실제로 보면 주위에 가구 수 있습니다). 내가 강요하지 않으면 요금 오디오 가이드 나 여행 가이드를 할 수 있는 아주 작은 정보에 있습니다. 이 아름다운 성당 을 방문하는 많은 노력을 하지만 고소공포증이 있는 빌딩의 전망은 매우...
체코, 성 비투스 대성당,인터넷에서 본 나을... 또는 몇 년 전...,"정말 마음에 쏙 드는 이었을 때에는 1992 2015 싫어. 거대한 큐에 있었고, 우리는 한 번에 할 수 있는 것도 거의 보지 (많은 것), 그리고 우리가 앉아 있기도 하고, 정말 이상한 교회 아리마를. 정말 아름다운 성당 였는데 1992, 신성한 장소. 지금은 그냥 비싼 관광지. 저는 아주 실망을 했지요."
체코, 성 비투스 대성당,완벽한!,이 중 교통 통해 쉽고 빠르게 많이 얻을 수 있어. 이는 주요 명소 주변에 있는 성.
체코, 성 비투스 대성당,평일에 방문할 때 진정한 아름다움을 경험하고 싶다면 자동입니다.,"일요일에 아름다운 건물 이지만, 어떻게 해보는 공경 하는 침묵 이 부러진 많은 단체 여행, 가이드와 함께 우산 흔들지, 크루즈 선박 기호 및 기타 장치를 동시에 여러 언어로 상태로 유지할 수 있도록 무손상 라곤 소리 spiels."
체코, 성 비투스 대성당,최고의 여행,절대 봐야 할 곳. 내부는 미술 저작물 로서 전체 건물. 사진 100을 때. 약 25분 동안 올드타운 세인트 찰스 브릿지.
체코, 성 비투스 대성당,어두운 실내와 실외.,"세인트 비투스 가 크고 검은 외부와 내부 아주 우울. 만 힘은 스테인드글라스, 일부가 매우 기쁘게."
체코, 성 비투스 대성당,아주 무서운 곳.,"티켓, 십자형 회전식 문, 경비, 심지어 말은 기도하는 곳도 없었습니다. 아름다운 창. 촛불을 밝히는 남자 판매, 닐 곳이지만, 감사합니다."
체코, 성 비투스 대성당,그들은 요금을 내,"별로 들어가려면 를 내야 하는 교회! 처음에 저는 제 인생을 구하 다, 하지만 건축은 값어치"
체코,Dolní Vítkovice,"굉장한 사이트, 전혀 쓸모없는 오디오 가이드","이 사이트는 그만한 가치가 있습니다! 그것은 아름답다. 그리고 당신은 Bolt Cafe (실제로 Usain Bolt에 의해 서명되었다!)에 도착해야한다. 그러나 주중에는 영어로 가이드를 제공하지 않으므로 (주말에만) 오디오 가이드와 함께 가기로 결정했습니다. 그들은 ""가이드가 말을 시작할 때 트랙을 들으라고""우리에게 말했지만 곧 말이 안된다는 것을 알았습니다. 그런 다음 헤드폰과 번호가 적힌 표지판을 볼 때마다 청취해야한다는 것을 깨달았지만 가이드는 특정 순서를 따르지 않았으며 이러한 표지판에"
체코,Dolní Vítkovice,"2 3성급 사이이고, 가난한 통신 이 심하 다.","가장 큰 문제는 가난한 통신 입니다. 남편과 두 아이들과 함께 방문을 계획이, 4살과 1. 전화하기 전에 이메일을 보냈을 경우에 아이들을 위해 해 준 투어, 등이 있습니다. 내가 남편과 1살이 입고 있는 뉴질랜드, 할 수 있는 투어. 도착했을 때, 리셉션 직원들은 나에게 티켓을 팔 않기 때문에 어린 아이들 의 여행. 이 경우에는 정책, 좋은, 하지만 나는 좌절 했기 때문에 사전에 이메일을 보내지 라고 한 정보가 되지 않았습니다. 이것이 단지 시작 통신 문제. 과학 박물관에 있는 어린이"
체코, 체스키 크룸로프 성,볼의 거리,"체스키 크롬로프 성 과 마을은 아름다운 유리 한 점을 볼 수가, 조금 지루하지만 영어 투어, 인테리어는 부유한 호소력이 있지만. 본격적인 좋은 음식을 찾고 있는 마을 치즈, 들 과 너무 즐거운 합니다. 하지만 멋진 사진을 이 확인할."
체코, 체스키 크룸로프 성,악몽...,"저희는 오후에 구름이 낀... 저희는 투어 ⅑, 체코의 guide (우리의 결정에 따라), 영어도 제공받았고 말합니다. 우리 여행 가이드는 문, 들어가는 성. 그녀가 문 뒤에 있는 모든 록킹장치에, 덕분에 같은 느낌이 들 어. 고 했는데, 가이드는 설명 해주기 때문에 더 많은 것들에 우리가 받은 하드 카피가 적혀 있었는데, 길도 없었다. 물리적 빛은 가난한 방 (밖에 비가 오는) 에서 12, 각 2만 의 전구가 있었습니다. 우리의 가이드는 다음, 먹는 시를, 하는 바람을 볼 수... 내"
체코, 체스키 크룸로프 성,수치의 겨울 마감,실망을 볼 수 있는 성 및 극장. 아니었지만 여전히 좋은 뷰를 정원을 산책하는. 강력 추천 박 마을이 맘에 들었습니다.
체코, 체스키 크룸로프 성,좋은 곳이었지만 직원들이 끔찍한,"우선 먼저 여 알고 있는 leting 체스키 크룸 로프 는 놀라운 곳. 저는 비록 의 동화같은. 해당 unbeliveabe probem 은 직원! 그들은 인정, 오만 과 무례! 올라가고 언덕 아래로 네 번 대로 아무도 leadng 캐슬 usif 말할 것이 바로 티켓 (whih 지 않아서) & 구입처에서 티켓! 금 권 샀는데 아까운 그 정도는 아니고 괜찮은 한 성. 우리 더 티켓 오피스, 그것을 소리 시작에 체코! 정말 고객 서비스가 나쁨. 그들은 우리를 치료 같은 해충 아닌!"
